costs,locs,techs,timesteps,cost_var_rhs
monetary,NL21,battery,2015-03-30 03:00:00,0.024978818
monetary,NL21,battery,2015-03-30 06:00:00,0.0
monetary,NL21,battery,2015-03-30 09:00:00,0.0
monetary,NL21,battery,2015-03-30 12:00:00,0.0
monetary,NL21,battery,2015-03-30 15:00:00,0.026008764
monetary,NL21,battery,2015-03-30 18:00:00,0.007976021
monetary,NL21,battery,2015-03-30 21:00:00,0.0
monetary,NL21,battery,2015-03-31 00:00:00,0.0
monetary,NL21,battery,2015-03-31 03:00:00,0.0
monetary,NL21,battery,2015-03-31 06:00:00,0.0
monetary,NL21,battery,2015-03-31 09:00:00,0.0
monetary,NL21,battery,2015-03-31 12:00:00,0.0
monetary,NL21,battery,2015-03-31 15:00:00,0.0
monetary,NL21,battery,2015-03-31 18:00:00,0.026008764
monetary,NL21,battery,2015-03-31 21:00:00,0.0
monetary,NL21,ccgt,2015-03-01 00:00:00,0.0
monetary,NL21,ccgt,2015-03-01 03:00:00,0.0
monetary,NL21,ccgt,2015-03-01 06:00:00,0.0
monetary,NL21,ccgt,2015-03-01 09:00:00,0.0
monetary,NL21,ccgt,2015-03-01 12:00:00,0.0
monetary,NL21,ccgt,2015-03-01 15:00:00,111.94282945602635
monetary,NL21,ccgt,2015-03-01 18:00:00,212.40418274210526
monetary,NL21,ccgt,2015-03-01 21:00:00,104.84914408951755
monetary,NL21,ccgt,2015-03-02 00:00:00,0.0
monetary,NL21,ccgt,2015-03-02 03:00:00,0.0
monetary,NL21,ccgt,2015-03-02 06:00:00,122.49384737686843
monetary,NL21,ccgt,2015-03-02 09:00:00,0.0
monetary,NL21,ccgt,2015-03-02 12:00:00,101.67391306212282
monetary,NL21,ccgt,2015-03-02 15:00:00,196.51653533324566
monetary,NL21,ccgt,2015-03-02 18:00:00,179.20699061130702
monetary,NL21,ccgt,2015-03-02 21:00:00,72.02430336771053
monetary,NL21,ccgt,2015-03-03 00:00:00,87.90110646363159
monetary,NL21,ccgt,2015-03-03 03:00:00,153.3558872555351
monetary,NL21,ccgt,2015-03-03 06:00:00,268.1736313660527
monetary,NL21,ccgt,2015-03-03 09:00:00,232.32307074429826
monetary,NL21,ccgt,2015-03-03 12:00:00,287.43692890438604
monetary,NL21,ccgt,2015-03-03 15:00:00,361.3347749703509
monetary,NL21,ccgt,2015-03-03 18:00:00,346.0905687950878
monetary,NL21,ccgt,2015-03-03 21:00:00,186.12532568745618
monetary,NL21,ccgt,2015-03-04 00:00:00,127.01710119779827
monetary,NL21,ccgt,2015-03-04 03:00:00,160.83618632742107
monetary,NL21,ccgt,2015-03-04 06:00:00,259.21871272140356
monetary,NL21,ccgt,2015-03-04 09:00:00,71.83028466012283
monetary,NL21,ccgt,2015-03-04 12:00:00,57.17147159620176
monetary,NL21,ccgt,2015-03-04 15:00:00,246.61612718140353
monetary,NL21,ccgt,2015-03-04 18:00:00,240.03115438447372
monetary,NL21,ccgt,2015-03-04 21:00:00,195.02255798692983
monetary,NL21,ccgt,2015-03-05 00:00:00,202.1276438311404
monetary,NL21,ccgt,2015-03-05 03:00:00,268.0319623417545
monetary,NL21,ccgt,2015-03-05 06:00:00,377.4033649152633
monetary,NL21,ccgt,2015-03-05 09:00:00,299.9909175233334
monetary,NL21,ccgt,2015-03-05 12:00:00,264.9334586531579
monetary,NL21,ccgt,2015-03-05 15:00:00,346.2934699399123
monetary,NL21,ccgt,2015-03-05 18:00:00,346.6366721957018
monetary,NL21,ccgt,2015-03-05 21:00:00,253.9755549113158
monetary,NL21,ccgt,2015-03-06 00:00:00,198.77065851912286
monetary,NL21,ccgt,2015-03-06 03:00:00,218.5009004733334
monetary,NL21,ccgt,2015-03-06 06:00:00,330.0112155321053
monetary,NL21,ccgt,2015-03-06 09:00:00,232.83308643131582
monetary,NL21,ccgt,2015-03-06 12:00:00,272.9411693099123
monetary,NL21,ccgt,2015-03-06 15:00:00,352.3692729962281
monetary,NL21,ccgt,2015-03-06 18:00:00,319.51345263719304
monetary,NL21,ccgt,2015-03-06 21:00:00,208.23984058166667
monetary,NL21,ccgt,2015-03-07 00:00:00,159.15734629342109
monetary,NL21,ccgt,2015-03-07 03:00:00,166.03964045300881
monetary,NL21,ccgt,2015-03-07 06:00:00,162.5173122165965
monetary,NL21,ccgt,2015-03-07 09:00:00,0.0
monetary,NL21,ccgt,2015-03-07 12:00:00,0.0
monetary,NL21,ccgt,2015-03-07 15:00:00,164.65678986605266
monetary,NL21,ccgt,2015-03-07 18:00:00,186.5870504340351
monetary,NL21,ccgt,2015-03-07 21:00:00,143.04229949186845
monetary,NL21,ccgt,2015-03-08 00:00:00,110.21420097646492
monetary,NL21,ccgt,2015-03-08 03:00:00,127.63008476109651
monetary,NL21,ccgt,2015-03-08 06:00:00,110.70608281238597
monetary,NL21,ccgt,2015-03-08 09:00:00,0.0
monetary,NL21,ccgt,2015-03-08 12:00:00,0.0
monetary,NL21,ccgt,2015-03-08 15:00:00,221.60307592929829
monetary,NL21,ccgt,2015-03-08 18:00:00,284.3082051304386
monetary,NL21,ccgt,2015-03-08 21:00:00,232.88369922464915
monetary,NL21,ccgt,2015-03-09 00:00:00,196.72359421464915
monetary,NL21,ccgt,2015-03-09 03:00:00,253.8150230821053
monetary,NL21,ccgt,2015-03-09 06:00:00,340.9923018051755
monetary,NL21,ccgt,2015-03-09 09:00:00,211.484549007193
monetary,NL21,ccgt,2015-03-09 12:00:00,227.75371824403513
monetary,NL21,ccgt,2015-03-09 15:00:00,334.36499569035095
monetary,NL21,ccgt,2015-03-09 18:00:00,322.7326566785965
monetary,NL21,ccgt,2015-03-09 21:00:00,211.67983663438596
monetary,NL21,ccgt,2015-03-10 00:00:00,186.78939361421055
monetary,NL21,ccgt,2015-03-10 03:00:00,223.0859299803509
monetary,NL21,ccgt,2015-03-10 06:00:00,294.33893361517545
monetary,NL21,ccgt,2015-03-10 09:00:00,145.74683694092107
monetary,NL21,ccgt,2015-03-10 12:00:00,155.5224369897895
monetary,NL21,ccgt,2015-03-10 15:00:00,299.3541538666667
monetary,NL21,ccgt,2015-03-10 18:00:00,352.54897361096494
monetary,NL21,ccgt,2015-03-10 21:00:00,274.57057007622814
monetary,NL21,ccgt,2015-03-11 00:00:00,246.74260516815792
monetary,NL21,ccgt,2015-03-11 03:00:00,275.00049083780704
monetary,NL21,ccgt,2015-03-11 06:00:00,367.84258665596496
monetary,NL21,ccgt,2015-03-11 09:00:00,192.3786694953509
monetary,NL21,ccgt,2015-03-11 12:00:00,190.9444123653509
monetary,NL21,ccgt,2015-03-11 15:00:00,356.7352383824562
monetary,NL21,ccgt,2015-03-11 18:00:00,377.4033649152633
monetary,NL21,ccgt,2015-03-11 21:00:00,267.833002947193
monetary,NL21,ccgt,2015-03-12 00:00:00,215.1822707312281
monetary,NL21,ccgt,2015-03-12 03:00:00,265.1347399006141
monetary,NL21,ccgt,2015-03-12 06:00:00,306.42038017289474
monetary,NL21,ccgt,2015-03-12 09:00:00,148.15380104328074
monetary,NL21,ccgt,2015-03-12 12:00:00,151.62129035411405
monetary,NL21,ccgt,2015-03-12 15:00:00,273.55089867938597
monetary,NL21,ccgt,2015-03-12 18:00:00,282.86021487052636
monetary,NL21,ccgt,2015-03-12 21:00:00,199.45639707289476
monetary,NL21,ccgt,2015-03-13 00:00:00,183.7911435738597
monetary,NL21,ccgt,2015-03-13 03:00:00,239.29111327114038
monetary,NL21,ccgt,2015-03-13 06:00:00,276.9272147666667
monetary,NL21,ccgt,2015-03-13 09:00:00,127.31524330845615
monetary,NL21,ccgt,2015-03-13 12:00:00,119.56592968048245
monetary,NL21,ccgt,2015-03-13 15:00:00,251.59257788921053
monetary,NL21,ccgt,2015-03-13 18:00:00,280.2818422280702
monetary,NL21,ccgt,2015-03-13 21:00:00,211.18853976140352
monetary,NL21,ccgt,2015-03-14 00:00:00,180.20857855385967
monetary,NL21,ccgt,2015-03-14 03:00:00,214.5820267607895
monetary,NL21,ccgt,2015-03-14 06:00:00,232.79149106666668
monetary,NL21,ccgt,2015-03-14 09:00:00,232.01620818614035
monetary,NL21,ccgt,2015-03-14 12:00:00,266.2368820723685
monetary,NL21,ccgt,2015-03-14 15:00:00,293.96419735728074
monetary,NL21,ccgt,2015-03-14 18:00:00,268.40732855973687
monetary,NL21,ccgt,2015-03-14 21:00:00,208.82125774491234
monetary,NL21,ccgt,2015-03-15 00:00:00,175.55782081117545
monetary,NL21,ccgt,2015-03-15 03:00:00,173.8393976850351
monetary,NL21,ccgt,2015-03-15 06:00:00,178.98311359544738
monetary,NL21,ccgt,2015-03-15 09:00:00,43.332215007771936
monetary,NL21,ccgt,2015-03-15 12:00:00,83.98505137250879
monetary,NL21,ccgt,2015-03-15 15:00:00,221.94984195929828
monetary,NL21,ccgt,2015-03-15 18:00:00,245.2208735802632
monetary,NL21,ccgt,2015-03-15 21:00:00,186.50994331929826
monetary,NL21,ccgt,2015-03-16 00:00:00,163.42911104790352
monetary,NL21,ccgt,2015-03-16 03:00:00,222.27067163254387
monetary,NL21,ccgt,2015-03-16 06:00:00,310.5540342776316
monetary,NL21,ccgt,2015-03-16 09:00:00,154.56980774536845
monetary,NL21,ccgt,2015-03-16 12:00:00,181.23139975114037
monetary,NL21,ccgt,2015-03-16 15:00:00,315.1067378327193
monetary,NL21,ccgt,2015-03-16 18:00:00,325.4489905802632
monetary,NL21,ccgt,2015-03-16 21:00:00,237.91724231526317
monetary,NL21,ccgt,2015-03-17 00:00:00,219.47046304491232
monetary,NL21,ccgt,2015-03-17 03:00:00,273.2503717198246
monetary,NL21,ccgt,2015-03-17 06:00:00,310.4149210914035
monetary,NL21,ccgt,2015-03-17 09:00:00,194.02113743377197
monetary,NL21,ccgt,2015-03-17 12:00:00,219.44893640877197
monetary,NL21,ccgt,2015-03-17 15:00:00,334.15525497885966
monetary,NL21,ccgt,2015-03-17 18:00:00,333.3501119901755
monetary,NL21,ccgt,2015-03-17 21:00:00,270.50574361078947
monetary,NL21,ccgt,2015-03-18 00:00:00,254.11524406105264
monetary,NL21,ccgt,2015-03-18 03:00:00,272.64663597061406
monetary,NL21,ccgt,2015-03-18 06:00:00,330.1512826578948
monetary,NL21,ccgt,2015-03-18 09:00:00,219.40057347289473
monetary,NL21,ccgt,2015-03-18 12:00:00,218.30446091912282
monetary,NL21,ccgt,2015-03-18 15:00:00,331.16964013798247
monetary,NL21,ccgt,2015-03-18 18:00:00,357.25661134991236
monetary,NL21,ccgt,2015-03-18 21:00:00,281.44640444508775
monetary,NL21,ccgt,2015-03-19 00:00:00,228.13117232973687
monetary,NL21,ccgt,2015-03-19 03:00:00,259.4719206789474
monetary,NL21,ccgt,2015-03-19 06:00:00,375.94266746043866
monetary,NL21,ccgt,2015-03-19 09:00:00,271.95774761640354
monetary,NL21,ccgt,2015-03-19 12:00:00,234.0324404440351
monetary,NL21,ccgt,2015-03-19 15:00:00,361.20991688096495
monetary,NL21,ccgt,2015-03-19 18:00:00,377.4033649152633
monetary,NL21,ccgt,2015-03-19 21:00:00,292.74153482131584
monetary,NL21,ccgt,2015-03-20 00:00:00,250.11753534324563
monetary,NL21,ccgt,2015-03-20 03:00:00,276.18040608210526
monetary,NL21,ccgt,2015-03-20 06:00:00,365.9652156002632
monetary,NL21,ccgt,2015-03-20 09:00:00,245.52149053412288
monetary,NL21,ccgt,2015-03-20 12:00:00,217.31380368403512
monetary,NL21,ccgt,2015-03-20 15:00:00,355.4741302822807
monetary,NL21,ccgt,2015-03-20 18:00:00,377.4033649152633
monetary,NL21,ccgt,2015-03-20 21:00:00,291.1567532280702
monetary,NL21,ccgt,2015-03-21 00:00:00,203.78938854824563
monetary,NL21,ccgt,2015-03-21 03:00:00,194.66103289201757
monetary,NL21,ccgt,2015-03-21 06:00:00,251.17091860421056
monetary,NL21,ccgt,2015-03-21 09:00:00,225.72011708657894
monetary,NL21,ccgt,2015-03-21 12:00:00,102.91854500617546
monetary,NL21,ccgt,2015-03-21 15:00:00,215.12226253315794
monetary,NL21,ccgt,2015-03-21 18:00:00,193.64692314280703
monetary,NL21,ccgt,2015-03-21 21:00:00,96.12438946240353
monetary,NL21,ccgt,2015-03-22 00:00:00,90.51721191545614
monetary,NL21,ccgt,2015-03-22 03:00:00,149.18408276788597
monetary,NL21,ccgt,2015-03-22 06:00:00,83.32984608424563
monetary,NL21,ccgt,2015-03-22 09:00:00,16.878675780433333
monetary,NL21,ccgt,2015-03-22 12:00:00,52.63544578446491
monetary,NL21,ccgt,2015-03-22 15:00:00,243.61989301333338
monetary,NL21,ccgt,2015-03-22 18:00:00,326.72620765982464
monetary,NL21,ccgt,2015-03-22 21:00:00,237.2608239038597
monetary,NL21,ccgt,2015-03-23 00:00:00,182.22709666692984
monetary,NL21,ccgt,2015-03-23 03:00:00,234.18582672596492
monetary,NL21,ccgt,2015-03-23 06:00:00,323.8297951673685
monetary,NL21,ccgt,2015-03-23 09:00:00,246.7362875684211
monetary,NL21,ccgt,2015-03-23 12:00:00,208.37711788421055
monetary,NL21,ccgt,2015-03-23 15:00:00,334.3298079197369
monetary,NL21,ccgt,2015-03-23 18:00:00,376.6146728842983
monetary,NL21,ccgt,2015-03-23 21:00:00,293.9357231613158
monetary,NL21,ccgt,2015-03-24 00:00:00,241.13497045017547
monetary,NL21,ccgt,2015-03-24 03:00:00,261.06939146824567
monetary,NL21,ccgt,2015-03-24 06:00:00,322.6916552763159
monetary,NL21,ccgt,2015-03-24 09:00:00,206.8771829153509
monetary,NL21,ccgt,2015-03-24 12:00:00,264.41442553745617
monetary,NL21,ccgt,2015-03-24 15:00:00,377.4033649152633
monetary,NL21,ccgt,2015-03-24 18:00:00,377.4033649152633
monetary,NL21,ccgt,2015-03-24 21:00:00,304.7221157695614
monetary,NL21,ccgt,2015-03-25 00:00:00,246.61578520307023
monetary,NL21,ccgt,2015-03-25 03:00:00,248.61655644052632
monetary,NL21,ccgt,2015-03-25 06:00:00,364.84469659280705
monetary,NL21,ccgt,2015-03-25 09:00:00,362.4406609049123
monetary,NL21,ccgt,2015-03-25 12:00:00,377.4033649152633
monetary,NL21,ccgt,2015-03-25 15:00:00,377.4033649152633
monetary,NL21,ccgt,2015-03-25 18:00:00,367.31352817543865
monetary,NL21,ccgt,2015-03-25 21:00:00,268.40207289271933
monetary,NL21,ccgt,2015-03-26 00:00:00,216.141987926579
monetary,NL21,ccgt,2015-03-26 03:00:00,245.9570629376316
monetary,NL21,ccgt,2015-03-26 06:00:00,314.47105410763163
monetary,NL21,ccgt,2015-03-26 09:00:00,260.8609646735088
monetary,NL21,ccgt,2015-03-26 12:00:00,255.09173619359652
monetary,NL21,ccgt,2015-03-26 15:00:00,297.47788074140357
monetary,NL21,ccgt,2015-03-26 18:00:00,304.4946821790351
monetary,NL21,ccgt,2015-03-26 21:00:00,184.30366110236844
monetary,NL21,ccgt,2015-03-27 00:00:00,86.23477023742984
monetary,NL21,ccgt,2015-03-27 03:00:00,103.80519403089475
monetary,NL21,ccgt,2015-03-27 06:00:00,152.3805416503509
monetary,NL21,ccgt,2015-03-27 09:00:00,0.0
monetary,NL21,ccgt,2015-03-27 12:00:00,17.531832438491232
monetary,NL21,ccgt,2015-03-27 15:00:00,256.6635946056141
monetary,NL21,ccgt,2015-03-27 18:00:00,330.01535526982457
monetary,NL21,ccgt,2015-03-27 21:00:00,274.55897881061406
monetary,NL21,ccgt,2015-03-28 00:00:00,234.34837442745618
monetary,NL21,ccgt,2015-03-28 03:00:00,220.71078246219304
monetary,NL21,ccgt,2015-03-28 06:00:00,175.50836534451756
monetary,NL21,ccgt,2015-03-28 09:00:00,91.1667439631579
monetary,NL21,ccgt,2015-03-28 12:00:00,130.22630327289474
monetary,NL21,ccgt,2015-03-28 15:00:00,174.66077024546493
monetary,NL21,ccgt,2015-03-28 18:00:00,106.24433469464914
monetary,NL21,ccgt,2015-03-28 21:00:00,32.973441106956145
monetary,NL21,ccgt,2015-03-29 00:00:00,0.0
monetary,NL21,ccgt,2015-03-29 03:00:00,0.0
monetary,NL21,ccgt,2015-03-29 06:00:00,44.03118992292983
monetary,NL21,ccgt,2015-03-29 09:00:00,50.14697024641229
monetary,NL21,ccgt,2015-03-29 12:00:00,98.30892725699124
monetary,NL21,ccgt,2015-03-29 15:00:00,0.0
monetary,NL21,ccgt,2015-03-29 18:00:00,106.32066965830704
monetary,NL21,ccgt,2015-03-29 21:00:00,0.0
monetary,NL21,ccgt,2015-03-30 00:00:00,0.0
monetary,NL21,ccgt,2015-03-30 03:00:00,0.0
monetary,NL21,ccgt,2015-03-30 06:00:00,0.0
monetary,NL21,ccgt,2015-03-30 09:00:00,0.0
monetary,NL21,ccgt,2015-03-30 12:00:00,0.0
monetary,NL21,ccgt,2015-03-30 15:00:00,140.0142019425614
monetary,NL21,ccgt,2015-03-30 18:00:00,287.59641679973686
monetary,NL21,ccgt,2015-03-30 21:00:00,107.4184471065965
monetary,NL21,ccgt,2015-03-31 00:00:00,0.0
monetary,NL21,ccgt,2015-03-31 03:00:00,0.0
monetary,NL21,ccgt,2015-03-31 06:00:00,0.0
monetary,NL21,ccgt,2015-03-31 09:00:00,0.0
monetary,NL21,ccgt,2015-03-31 12:00:00,0.0
monetary,NL21,ccgt,2015-03-31 15:00:00,0.0
monetary,NL21,ccgt,2015-03-31 18:00:00,24.555878417131584
monetary,NL21,ccgt,2015-03-31 21:00:00,0.0
monetary,NL21,curtailment,2015-03-01 00:00:00,0.0
monetary,NL21,curtailment,2015-03-01 03:00:00,0.0
monetary,NL21,curtailment,2015-03-01 06:00:00,0.0
monetary,NL21,curtailment,2015-03-01 09:00:00,0.0
monetary,NL21,curtailment,2015-03-01 12:00:00,0.0
monetary,NL21,curtailment,2015-03-01 15:00:00,0.0
monetary,NL21,curtailment,2015-03-01 18:00:00,0.0
monetary,NL21,curtailment,2015-03-01 21:00:00,0.0
monetary,NL21,curtailment,2015-03-02 00:00:00,0.0
monetary,NL21,curtailment,2015-03-02 03:00:00,0.0
monetary,NL21,curtailment,2015-03-02 06:00:00,0.0
monetary,NL21,curtailment,2015-03-02 09:00:00,0.0
monetary,NL21,curtailment,2015-03-02 12:00:00,0.0
monetary,NL21,curtailment,2015-03-02 15:00:00,0.0
monetary,NL21,curtailment,2015-03-02 18:00:00,0.0
monetary,NL21,curtailment,2015-03-02 21:00:00,0.0
monetary,NL21,curtailment,2015-03-03 00:00:00,0.0
monetary,NL21,curtailment,2015-03-03 03:00:00,0.0
monetary,NL21,curtailment,2015-03-03 06:00:00,0.0
monetary,NL21,curtailment,2015-03-03 09:00:00,0.0
monetary,NL21,curtailment,2015-03-03 12:00:00,0.0
monetary,NL21,curtailment,2015-03-03 15:00:00,0.0
monetary,NL21,curtailment,2015-03-03 18:00:00,0.0
monetary,NL21,curtailment,2015-03-03 21:00:00,0.0
monetary,NL21,curtailment,2015-03-04 00:00:00,0.0
monetary,NL21,curtailment,2015-03-04 03:00:00,0.0
monetary,NL21,curtailment,2015-03-04 06:00:00,0.0
monetary,NL21,curtailment,2015-03-04 09:00:00,0.0
monetary,NL21,curtailment,2015-03-04 12:00:00,0.0
monetary,NL21,curtailment,2015-03-04 15:00:00,0.0
monetary,NL21,curtailment,2015-03-04 18:00:00,0.0
monetary,NL21,curtailment,2015-03-04 21:00:00,0.0
monetary,NL21,curtailment,2015-03-05 00:00:00,0.0
monetary,NL21,curtailment,2015-03-05 03:00:00,0.0
monetary,NL21,curtailment,2015-03-05 06:00:00,0.0
monetary,NL21,curtailment,2015-03-05 09:00:00,0.0
monetary,NL21,curtailment,2015-03-05 12:00:00,0.0
monetary,NL21,curtailment,2015-03-05 15:00:00,0.0
monetary,NL21,curtailment,2015-03-05 18:00:00,0.0
monetary,NL21,curtailment,2015-03-05 21:00:00,0.0
monetary,NL21,curtailment,2015-03-06 00:00:00,0.0
monetary,NL21,curtailment,2015-03-06 03:00:00,0.0
monetary,NL21,curtailment,2015-03-06 06:00:00,0.0
monetary,NL21,curtailment,2015-03-06 09:00:00,0.0
monetary,NL21,curtailment,2015-03-06 12:00:00,0.0
monetary,NL21,curtailment,2015-03-06 15:00:00,0.0
monetary,NL21,curtailment,2015-03-06 18:00:00,0.0
monetary,NL21,curtailment,2015-03-06 21:00:00,0.0
monetary,NL21,curtailment,2015-03-07 00:00:00,0.0
monetary,NL21,curtailment,2015-03-07 03:00:00,0.0
monetary,NL21,curtailment,2015-03-07 06:00:00,0.0
monetary,NL21,curtailment,2015-03-07 09:00:00,0.0
monetary,NL21,curtailment,2015-03-07 12:00:00,0.0
monetary,NL21,curtailment,2015-03-07 15:00:00,0.0
monetary,NL21,curtailment,2015-03-07 18:00:00,0.0
monetary,NL21,curtailment,2015-03-07 21:00:00,0.0
monetary,NL21,curtailment,2015-03-08 00:00:00,0.0
monetary,NL21,curtailment,2015-03-08 03:00:00,0.0
monetary,NL21,curtailment,2015-03-08 06:00:00,0.0
monetary,NL21,curtailment,2015-03-08 09:00:00,0.0
monetary,NL21,curtailment,2015-03-08 12:00:00,0.0
monetary,NL21,curtailment,2015-03-08 15:00:00,0.0
monetary,NL21,curtailment,2015-03-08 18:00:00,0.0
monetary,NL21,curtailment,2015-03-08 21:00:00,0.0
monetary,NL21,curtailment,2015-03-09 00:00:00,0.0
monetary,NL21,curtailment,2015-03-09 03:00:00,0.0
monetary,NL21,curtailment,2015-03-09 06:00:00,0.0
monetary,NL21,curtailment,2015-03-09 09:00:00,0.0
monetary,NL21,curtailment,2015-03-09 12:00:00,0.0
monetary,NL21,curtailment,2015-03-09 15:00:00,0.0
monetary,NL21,curtailment,2015-03-09 18:00:00,0.0
monetary,NL21,curtailment,2015-03-09 21:00:00,0.0
monetary,NL21,curtailment,2015-03-10 00:00:00,0.0
monetary,NL21,curtailment,2015-03-10 03:00:00,0.0
monetary,NL21,curtailment,2015-03-10 06:00:00,0.0
monetary,NL21,curtailment,2015-03-10 09:00:00,0.0
monetary,NL21,curtailment,2015-03-10 12:00:00,0.0
monetary,NL21,curtailment,2015-03-10 15:00:00,0.0
monetary,NL21,curtailment,2015-03-10 18:00:00,0.0
monetary,NL21,curtailment,2015-03-10 21:00:00,0.0
monetary,NL21,curtailment,2015-03-11 00:00:00,0.0
monetary,NL21,curtailment,2015-03-11 03:00:00,0.0
monetary,NL21,curtailment,2015-03-11 06:00:00,0.0
monetary,NL21,curtailment,2015-03-11 09:00:00,0.0
monetary,NL21,curtailment,2015-03-11 12:00:00,0.0
monetary,NL21,curtailment,2015-03-11 15:00:00,0.0
monetary,NL21,curtailment,2015-03-11 18:00:00,0.0
monetary,NL21,curtailment,2015-03-11 21:00:00,0.0
monetary,NL21,curtailment,2015-03-12 00:00:00,0.0
monetary,NL21,curtailment,2015-03-12 03:00:00,0.0
monetary,NL21,curtailment,2015-03-12 06:00:00,0.0
monetary,NL21,curtailment,2015-03-12 09:00:00,0.0
monetary,NL21,curtailment,2015-03-12 12:00:00,0.0
monetary,NL21,curtailment,2015-03-12 15:00:00,0.0
monetary,NL21,curtailment,2015-03-12 18:00:00,0.0
monetary,NL21,curtailment,2015-03-12 21:00:00,0.0
monetary,NL21,curtailment,2015-03-13 00:00:00,0.0
monetary,NL21,curtailment,2015-03-13 03:00:00,0.0
monetary,NL21,curtailment,2015-03-13 06:00:00,0.0
monetary,NL21,curtailment,2015-03-13 09:00:00,0.0
monetary,NL21,curtailment,2015-03-13 12:00:00,0.0
monetary,NL21,curtailment,2015-03-13 15:00:00,0.0
monetary,NL21,curtailment,2015-03-13 18:00:00,0.0
monetary,NL21,curtailment,2015-03-13 21:00:00,0.0
monetary,NL21,curtailment,2015-03-14 00:00:00,0.0
monetary,NL21,curtailment,2015-03-14 03:00:00,0.0
monetary,NL21,curtailment,2015-03-14 06:00:00,0.0
monetary,NL21,curtailment,2015-03-14 09:00:00,0.0
monetary,NL21,curtailment,2015-03-14 12:00:00,0.0
monetary,NL21,curtailment,2015-03-14 15:00:00,0.0
monetary,NL21,curtailment,2015-03-14 18:00:00,0.0
monetary,NL21,curtailment,2015-03-14 21:00:00,0.0
monetary,NL21,curtailment,2015-03-15 00:00:00,0.0
monetary,NL21,curtailment,2015-03-15 03:00:00,0.0
monetary,NL21,curtailment,2015-03-15 06:00:00,0.0
monetary,NL21,curtailment,2015-03-15 09:00:00,0.0
monetary,NL21,curtailment,2015-03-15 12:00:00,0.0
monetary,NL21,curtailment,2015-03-15 15:00:00,0.0
monetary,NL21,curtailment,2015-03-15 18:00:00,0.0
monetary,NL21,curtailment,2015-03-15 21:00:00,0.0
monetary,NL21,curtailment,2015-03-16 00:00:00,0.0
monetary,NL21,curtailment,2015-03-16 03:00:00,0.0
monetary,NL21,curtailment,2015-03-16 06:00:00,0.0
monetary,NL21,curtailment,2015-03-16 09:00:00,0.0
monetary,NL21,curtailment,2015-03-16 12:00:00,0.0
monetary,NL21,curtailment,2015-03-16 15:00:00,0.0
monetary,NL21,curtailment,2015-03-16 18:00:00,0.0
monetary,NL21,curtailment,2015-03-16 21:00:00,0.0
monetary,NL21,curtailment,2015-03-17 00:00:00,0.0
monetary,NL21,curtailment,2015-03-17 03:00:00,0.0
monetary,NL21,curtailment,2015-03-17 06:00:00,0.0
monetary,NL21,curtailment,2015-03-17 09:00:00,0.0
monetary,NL21,curtailment,2015-03-17 12:00:00,0.0
monetary,NL21,curtailment,2015-03-17 15:00:00,0.0
monetary,NL21,curtailment,2015-03-17 18:00:00,0.0
monetary,NL21,curtailment,2015-03-17 21:00:00,0.0
monetary,NL21,curtailment,2015-03-18 00:00:00,0.0
monetary,NL21,curtailment,2015-03-18 03:00:00,0.0
monetary,NL21,curtailment,2015-03-18 06:00:00,0.0
monetary,NL21,curtailment,2015-03-18 09:00:00,0.0
monetary,NL21,curtailment,2015-03-18 12:00:00,0.0
monetary,NL21,curtailment,2015-03-18 15:00:00,0.0
monetary,NL21,curtailment,2015-03-18 18:00:00,0.0
monetary,NL21,curtailment,2015-03-18 21:00:00,0.0
monetary,NL21,curtailment,2015-03-19 00:00:00,0.0
monetary,NL21,curtailment,2015-03-19 03:00:00,0.0
monetary,NL21,curtailment,2015-03-19 06:00:00,0.0
monetary,NL21,curtailment,2015-03-19 09:00:00,0.0
monetary,NL21,curtailment,2015-03-19 12:00:00,0.0
monetary,NL21,curtailment,2015-03-19 15:00:00,0.0
monetary,NL21,curtailment,2015-03-19 18:00:00,0.0
monetary,NL21,curtailment,2015-03-19 21:00:00,0.0
monetary,NL21,curtailment,2015-03-20 00:00:00,0.0
monetary,NL21,curtailment,2015-03-20 03:00:00,0.0
monetary,NL21,curtailment,2015-03-20 06:00:00,0.0
monetary,NL21,curtailment,2015-03-20 09:00:00,0.0
monetary,NL21,curtailment,2015-03-20 12:00:00,0.0
monetary,NL21,curtailment,2015-03-20 15:00:00,0.0
monetary,NL21,curtailment,2015-03-20 18:00:00,0.0
monetary,NL21,curtailment,2015-03-20 21:00:00,0.0
monetary,NL21,curtailment,2015-03-21 00:00:00,0.0
monetary,NL21,curtailment,2015-03-21 03:00:00,0.0
monetary,NL21,curtailment,2015-03-21 06:00:00,0.0
monetary,NL21,curtailment,2015-03-21 09:00:00,0.0
monetary,NL21,curtailment,2015-03-21 12:00:00,0.0
monetary,NL21,curtailment,2015-03-21 15:00:00,0.0
monetary,NL21,curtailment,2015-03-21 18:00:00,0.0
monetary,NL21,curtailment,2015-03-21 21:00:00,0.0
monetary,NL21,curtailment,2015-03-22 00:00:00,0.0
monetary,NL21,curtailment,2015-03-22 03:00:00,0.0
monetary,NL21,curtailment,2015-03-22 06:00:00,0.0
monetary,NL21,curtailment,2015-03-22 09:00:00,0.0
monetary,NL21,curtailment,2015-03-22 12:00:00,0.0
monetary,NL21,curtailment,2015-03-22 15:00:00,0.0
